u	v
ENSG00000166913	ENSG00000147251
ENSG00000146648	ENSG00000084674
ENSG00000166913	ENSG00000141068
ENSG00000088808	ENSG00000175602
ENSG00000101336	ENSG00000109458
ENSG00000114019	ENSG00000160218
ENSG00000116285	ENSG00000160691
ENSG00000124164	ENSG00000079156
ENSG00000140403	ENSG00000104833
ENSG00000183779	ENSG00000136485
ENSG00000106993	ENSG00000025772
ENSG00000101109	ENSG00000163681
ENSG00000137693	ENSG00000170606
ENSG00000109458	ENSG00000182511
ENSG00000140403	ENSG00000147224
ENSG00000143514	ENSG00000106066
ENSG00000243725	ENSG00000285023
ENSG00000198774	ENSG00000162521
ENSG00000105063	ENSG00000072210
ENSG00000189431	ENSG00000130224
ENSG00000142192	ENSG00000106333
ENSG00000160293	ENSG00000109458
ENSG00000147162	ENSG00000154832
ENSG00000166913	ENSG00000168476
ENSG00000107262	ENSG00000198862
ENSG00000178171	ENSG00000134982
ENSG00000082397	ENSG00000185009
ENSG00000130726	ENSG00000138468
ENSG00000168439	ENSG00000112208
ENSG00000099381	ENSG00000162961
ENSG00000198774	ENSG00000148498
ENSG00000105976	ENSG00000143322
ENSG00000105976	ENSG00000007264
ENSG00000185231	ENSG00000135324
ENSG00000127884	ENSG00000188906
ENSG00000186298	ENSG00000175602
ENSG00000114019	ENSG00000110801
ENSG00000140474	ENSG00000105401
ENSG00000140553	ENSG00000096384
ENSG00000189431	ENSG00000145907
ENSG00000101109	ENSG00000169180
ENSG00000002834	ENSG00000186908
ENSG00000147166	ENSG00000126249
ENSG00000007866	ENSG00000103266
ENSG00000166913	ENSG00000052126
ENSG00000177885	ENSG00000143546
ENSG00000065361	ENSG00000086061
ENSG00000126016	ENSG00000131023
ENSG00000119771	ENSG00000015676
ENSG00000138443	ENSG00000061676
ENSG00000085224	ENSG00000113522
ENSG00000105401	ENSG00000224200
ENSG00000004478	ENSG00000116161
ENSG00000172468	ENSG00000165891
ENSG00000172468	ENSG00000165891
ENSG00000096060	ENSG00000106524
ENSG00000109606	ENSG00000085872
ENSG00000106993	ENSG00000243725
ENSG00000154237	ENSG00000169217
ENSG00000153179	ENSG00000124164
ENSG00000120526	ENSG00000067596
ENSG00000151748	ENSG00000150457
ENSG00000137077	ENSG00000154237
ENSG00000285023	ENSG00000143374
ENSG00000137693	ENSG00000101146
ENSG00000166913	ENSG00000170921
ENSG00000096060	ENSG00000285023
ENSG00000114019	ENSG00000148498
ENSG00000273889	ENSG00000140553
ENSG00000112208	ENSG00000168259
ENSG00000166913	ENSG00000154556
ENSG00000095585	ENSG00000157404
ENSG00000103126	ENSG00000136848
ENSG00000196363	ENSG00000139620
ENSG00000261609	ENSG00000015676
ENSG00000105401	ENSG00000127241
ENSG00000109606	ENSG00000100109
ENSG00000089693	ENSG00000162616
ENSG00000151748	ENSG00000176014
ENSG00000198774	ENSG00000173218
ENSG00000129083	ENSG00000120526
ENSG00000120526	ENSG00000122218
ENSG00000129946	ENSG00000157404
ENSG00000123384	ENSG00000110243
ENSG00000105976	ENSG00000113263
ENSG00000101265	ENSG00000128245
ENSG00000141510	ENSG00000129691
ENSG00000175087	ENSG00000105401
ENSG00000102878	ENSG00000099800
ENSG00000198774	ENSG00000117984
ENSG00000206560	ENSG00000178996
ENSG00000113645	ENSG00000082397
ENSG00000021776	ENSG00000110107
ENSG00000186575	ENSG00000170606
ENSG00000224200	ENSG00000123416
ENSG00000196684	ENSG00000157404
ENSG00000113645	ENSG00000166167
ENSG00000114019	ENSG00000107186
ENSG00000189431	ENSG00000148498
ENSG00000115268	ENSG00000188906
ENSG00000119414	ENSG00000116584
ENSG00000116903	ENSG00000181404
ENSG00000114978	ENSG00000116641
ENSG00000015676	ENSG00000160447
ENSG00000126215	ENSG00000083093
ENSG00000156735	ENSG00000284850
ENSG00000139641	ENSG00000158220
ENSG00000166913	ENSG00000057294
ENSG00000172468	ENSG00000283447
ENSG00000172468	ENSG00000283447
ENSG00000154237	ENSG00000112208
ENSG00000154237	ENSG00000151929
ENSG00000166913	ENSG00000188986
ENSG00000170734	ENSG00000083093
ENSG00000082397	ENSG00000130826
ENSG00000189431	ENSG00000166508
ENSG00000177885	ENSG00000100285
ENSG00000105976	ENSG00000145715
ENSG00000182871	ENSG00000106333
ENSG00000198646	ENSG00000172534
ENSG00000121966	ENSG00000160683
ENSG00000146648	ENSG00000042753
ENSG00000137693	ENSG00000166025
ENSG00000096060	ENSG00000123908
ENSG00000096060	ENSG00000092847
ENSG00000198774	ENSG00000104960
ENSG00000186298	ENSG00000183207
ENSG00000103266	ENSG00000164070
ENSG00000069849	ENSG00000144320
ENSG00000152382	ENSG00000187325
ENSG00000126746	ENSG00000087077
ENSG00000077279	ENSG00000133083
ENSG00000124164	ENSG00000077254
ENSG00000100151	ENSG00000068650
ENSG00000176903	ENSG00000163156
ENSG00000142082	ENSG00000100206
ENSG00000169621	ENSG00000285435
ENSG00000184216	ENSG00000106211
ENSG00000169508	ENSG00000121297
ENSG00000116030	ENSG00000111581
ENSG00000135486	ENSG00000213341
ENSG00000117748	ENSG00000277273
ENSG00000197122	ENSG00000171522
ENSG00000077800	ENSG00000100023
ENSG00000184216	ENSG00000086061
ENSG00000131791	ENSG00000163884
ENSG00000118162	ENSG00000135269
ENSG00000122068	ENSG00000164244
ENSG00000106012	ENSG00000100567
ENSG00000014164	ENSG00000167112
ENSG00000134852	ENSG00000213923
ENSG00000100644	ENSG00000130726
ENSG00000117758	ENSG00000125814
ENSG00000164400	ENSG00000106511
ENSG00000278619	ENSG00000151502
ENSG00000225201	ENSG00000119946
ENSG00000131791	ENSG00000185811
ENSG00000172270	ENSG00000180104
ENSG00000168077	ENSG00000102786
ENSG00000165506	ENSG00000185565
ENSG00000105854	ENSG00000197594
ENSG00000135486	ENSG00000172172
ENSG00000255529	ENSG00000108469
ENSG00000177169	ENSG00000126581
ENSG00000148331	ENSG00000103363
ENSG00000106462	ENSG00000139154
ENSG00000116977	ENSG00000136802
ENSG00000113578	ENSG00000140382
ENSG00000182636	ENSG00000129245
ENSG00000120265	ENSG00000165572
ENSG00000072803	ENSG00000099804
ENSG00000122176	ENSG00000011590
ENSG00000131791	ENSG00000131467
ENSG00000166405	ENSG00000054793
ENSG00000063978	ENSG00000203852
ENSG00000063978	ENSG00000203852
ENSG00000063978	ENSG00000203852
ENSG00000281277	ENSG00000196502
ENSG00000108523	ENSG00000110628
ENSG00000161011	ENSG00000177169
ENSG00000091140	ENSG00000137642
ENSG00000126070	ENSG00000106524
ENSG00000257365	ENSG00000106636
ENSG00000131791	ENSG00000136158
ENSG00000157554	ENSG00000124486
ENSG00000137692	ENSG00000100387
ENSG00000175104	ENSG00000100644
ENSG00000132383	ENSG00000005156
ENSG00000144867	ENSG00000113312
ENSG00000164334	ENSG00000180138
ENSG00000124243	ENSG00000143553
ENSG00000165916	ENSG00000170322
ENSG00000157020	ENSG00000186716
ENSG00000166405	ENSG00000155906
ENSG00000126226	ENSG00000255302
ENSG00000185900	ENSG00000117479
ENSG00000166508	ENSG00000122958
ENSG00000117305	ENSG00000136877
ENSG00000109971	ENSG00000107938
ENSG00000137161	ENSG00000198843
ENSG00000142937	ENSG00000112996
ENSG00000066044	ENSG00000048740
ENSG00000146963	ENSG00000104852
ENSG00000139679	ENSG00000162434
ENSG00000116977	ENSG00000140199
ENSG00000110013	ENSG00000204852
ENSG00000107175	ENSG00000197535
ENSG00000169252	ENSG00000008735
ENSG00000102125	ENSG00000284400
ENSG00000079950	ENSG00000108587
ENSG00000102287	ENSG00000285281
ENSG00000185900	ENSG00000142494
ENSG00000138668	ENSG00000132153
ENSG00000256453	ENSG00000175073
ENSG00000181938	ENSG00000111602
ENSG00000281277	ENSG00000178028
ENSG00000285203	ENSG00000010017
ENSG00000124214	ENSG00000161016
ENSG00000106852	ENSG00000066739
ENSG00000131791	ENSG00000107816
ENSG00000087586	ENSG00000135829
ENSG00000169508	ENSG00000163510
ENSG00000155438	ENSG00000134884
ENSG00000146374	ENSG00000205213
ENSG00000280548	ENSG00000122482
ENSG00000118017	ENSG00000161999
ENSG00000174343	ENSG00000145740
ENSG00000106066	ENSG00000090971
ENSG00000176476	ENSG00000187325
ENSG00000100364	ENSG00000165392
ENSG00000079950	ENSG00000108433
ENSG00000120217	ENSG00000130787
ENSG00000008438	ENSG00000188379
ENSG00000129455	ENSG00000198888
ENSG00000185247	ENSG00000101412
ENSG00000072803	ENSG00000056097
ENSG00000165280	ENSG00000232575
ENSG00000128253	ENSG00000177082
ENSG00000280548	ENSG00000115368
ENSG00000198121	ENSG00000092445
ENSG00000280548	ENSG00000164338
ENSG00000181449	ENSG00000116030
ENSG00000285339	ENSG00000187796
ENSG00000131462	ENSG00000143156
ENSG00000168214	ENSG00000187555
ENSG00000188175	ENSG00000054967
ENSG00000273993	ENSG00000172037
ENSG00000273993	ENSG00000091136
ENSG00000273993	ENSG00000130702
ENSG00000148291	ENSG00000082213
ENSG00000136144	ENSG00000154945
ENSG00000273993	ENSG00000053747
ENSG00000175054	ENSG00000234545
ENSG00000068489	ENSG00000134697
ENSG00000198171	ENSG00000234127
ENSG00000189120	ENSG00000167646
ENSG00000172270	ENSG00000119559
ENSG00000169604	ENSG00000173599
ENSG00000182636	ENSG00000077420
ENSG00000182636	ENSG00000105556
ENSG00000131791	ENSG00000275793
ENSG00000076321	ENSG00000282725
ENSG00000114353	ENSG00000115657
ENSG00000188175	ENSG00000116670
ENSG00000256812	ENSG00000107796
ENSG00000255150	ENSG00000198887
ENSG00000165506	ENSG00000277956
ENSG00000050748	ENSG00000206075
ENSG00000137575	ENSG00000103154
ENSG00000206485	ENSG00000105538
ENSG00000155438	ENSG00000106344
ENSG00000155438	ENSG00000138709
ENSG00000101892	ENSG00000183087
ENSG00000168028	ENSG00000111615
ENSG00000168246	ENSG00000130985
ENSG00000198793	ENSG00000078369
ENSG00000167642	ENSG00000164081
ENSG00000281277	ENSG00000163159
ENSG00000005156	ENSG00000136444
ENSG00000122420	ENSG00000168575
ENSG00000103485	ENSG00000183337
ENSG00000177169	ENSG00000285069
ENSG00000124214	ENSG00000283777
ENSG00000078328	ENSG00000142698
ENSG00000138964	ENSG00000169756
ENSG00000116977	ENSG00000159164
ENSG00000116977	ENSG00000011028
ENSG00000188690	ENSG00000023909
ENSG00000181240	ENSG00000138756
ENSG00000013374	ENSG00000165280
ENSG00000162735	ENSG00000057252
ENSG00000183304	ENSG00000100941
ENSG00000012048	ENSG00000100316
ENSG00000131791	ENSG00000112559
ENSG00000141480	ENSG00000107317
ENSG00000025434	ENSG00000090372
ENSG00000101624	ENSG00000171847
ENSG00000277273	ENSG00000096060
ENSG00000165806	ENSG00000110958
ENSG00000100364	ENSG00000128245
ENSG00000053501	ENSG00000135249
ENSG00000115365	ENSG00000023697
ENSG00000100979	ENSG00000159322
ENSG00000144560	ENSG00000197905
ENSG00000117748	ENSG00000164053
ENSG00000278619	ENSG00000073169
ENSG00000134574	ENSG00000116030
ENSG00000130640	ENSG00000128159
ENSG00000255302	ENSG00000005339
ENSG00000144560	ENSG00000007866
ENSG00000111231	ENSG00000161980
ENSG00000104442	ENSG00000136854
ENSG00000158552	ENSG00000165280
ENSG00000131791	ENSG00000106511
ENSG00000157110	ENSG00000143889
ENSG00000048140	ENSG00000070214
ENSG00000112062	ENSG00000144233
ENSG00000172795	ENSG00000101210
ENSG00000120217	ENSG00000166685
ENSG00000074266	ENSG00000188976
ENSG00000104442	ENSG00000157152
ENSG00000104442	ENSG00000067715
ENSG00000104442	ENSG00000008056
ENSG00000288508	ENSG00000198108
ENSG00000012048	ENSG00000109475
ENSG00000136518	ENSG00000166226
ENSG00000055732	ENSG00000167972
ENSG00000012048	ENSG00000108107
ENSG00000135679	ENSG00000198755
ENSG00000128573	ENSG00000105866
ENSG00000012048	ENSG00000122026
ENSG00000182636	ENSG00000075975
ENSG00000175567	ENSG00000162896
ENSG00000189306	ENSG00000186469
ENSG00000121481	ENSG00000108654
ENSG00000158552	ENSG00000234651
ENSG00000089234	ENSG00000137497
ENSG00000148377	ENSG00000130511
ENSG00000106012	ENSG00000205838
ENSG00000105136	ENSG00000232839
ENSG00000174343	ENSG00000143612
ENSG00000188612	ENSG00000100934
ENSG00000188612	ENSG00000101310
ENSG00000138744	ENSG00000109814
ENSG00000183434	ENSG00000138160
ENSG00000101413	ENSG00000122484
ENSG00000185361	ENSG00000159069
ENSG00000151332	ENSG00000144034
ENSG00000135679	ENSG00000099783
ENSG00000110801	ENSG00000105221
ENSG00000004975	ENSG00000161011
ENSG00000112130	ENSG00000171988
ENSG00000163818	ENSG00000126001
ENSG00000131791	ENSG00000157110
ENSG00000185900	ENSG00000158850
ENSG00000160013	ENSG00000172367
ENSG00000149541	ENSG00000136026
ENSG00000142273	ENSG00000196923
ENSG00000182636	ENSG00000122188
ENSG00000107175	ENSG00000121022
ENSG00000146834	ENSG00000064601
ENSG00000157349	ENSG00000118137
ENSG00000019102	ENSG00000083312
ENSG00000157349	ENSG00000135046
ENSG00000168283	ENSG00000108256
ENSG00000150457	ENSG00000144791
ENSG00000118434	ENSG00000104047
ENSG00000166557	ENSG00000112697
ENSG00000135476	ENSG00000113575
ENSG00000288508	ENSG00000164291
ENSG00000188175	ENSG00000148154
ENSG00000186919	ENSG00000134109
ENSG00000090989	ENSG00000145016
ENSG00000184900	ENSG00000074800
ENSG00000168961	ENSG00000115414
ENSG00000169508	ENSG00000181754
ENSG00000196811	ENSG00000262993
ENSG00000144597	ENSG00000204498
ENSG00000261893	ENSG00000100813
ENSG00000146047	ENSG00000077080
ENSG00000104147	ENSG00000077152
ENSG00000285246	ENSG00000160683
ENSG00000170485	ENSG00000029153
ENSG00000012048	ENSG00000177954
ENSG00000172270	ENSG00000198793
ENSG00000186471	ENSG00000165997
ENSG00000165280	ENSG00000166167
ENSG00000116030	ENSG00000132950
ENSG00000236177	ENSG00000141219
ENSG00000105364	ENSG00000136522
ENSG00000135679	ENSG00000171314
ENSG00000117758	ENSG00000115211
ENSG00000117758	ENSG00000119718
ENSG00000117758	ENSG00000070785
ENSG00000117758	ENSG00000145191
ENSG00000263001	ENSG00000147130
ENSG00000055332	ENSG00000175104
ENSG00000012048	ENSG00000110700
ENSG00000012048	ENSG00000171863
ENSG00000277564	ENSG00000153250
ENSG00000116030	ENSG00000085415
ENSG00000198523	ENSG00000158813
ENSG00000167751	ENSG00000135919
ENSG00000156531	ENSG00000162521
ENSG00000126581	ENSG00000105851
ENSG00000173914	ENSG00000100316
ENSG00000173914	ENSG00000122406
ENSG00000140988	ENSG00000065978
ENSG00000109846	ENSG00000064703
ENSG00000125266	ENSG00000038210
ENSG00000241697	ENSG00000156599
ENSG00000163584	ENSG00000175602
ENSG00000106399	ENSG00000138375
ENSG00000146963	ENSG00000136450
ENSG00000177051	ENSG00000055130
ENSG00000144021	ENSG00000168066
ENSG00000166167	ENSG00000090447
ENSG00000116833	ENSG00000118260
ENSG00000078902	ENSG00000161011
ENSG00000132692	ENSG00000038427
ENSG00000244067	ENSG00000170899
ENSG00000244067	ENSG00000174156
ENSG00000115875	ENSG00000146963
ENSG00000146963	ENSG00000136527
ENSG00000166167	ENSG00000153179
ENSG00000187514	ENSG00000079999
ENSG00000130725	ENSG00000284126
ENSG00000169252	ENSG00000134183
ENSG00000023445	ENSG00000125347
ENSG00000124216	ENSG00000113368
ENSG00000090989	ENSG00000126775
ENSG00000139350	ENSG00000150753
ENSG00000106100	ENSG00000170633
ENSG00000056558	ENSG00000139714
ENSG00000169252	ENSG00000170775
ENSG00000156970	ENSG00000071539
ENSG00000150457	ENSG00000153107
ENSG00000079999	ENSG00000082898
ENSG00000138411	ENSG00000122565
ENSG00000174013	ENSG00000177425
ENSG00000169252	ENSG00000174943
ENSG00000165644	ENSG00000067177
ENSG00000284126	ENSG00000285246
ENSG00000137955	ENSG00000068383
ENSG00000139350	ENSG00000131462
ENSG00000139350	ENSG00000163468
ENSG00000134852	ENSG00000172531
ENSG00000285246	ENSG00000138777
ENSG00000165644	ENSG00000156873
ENSG00000114062	ENSG00000106511
ENSG00000105701	ENSG00000106615
ENSG00000138411	ENSG00000166025
ENSG00000164933	ENSG00000067955
ENSG00000135446	ENSG00000134709
ENSG00000116663	ENSG00000104774
ENSG00000144579	ENSG00000167552
ENSG00000124610	ENSG00000180035
ENSG00000119912	ENSG00000132688
ENSG00000097007	ENSG00000113387
ENSG00000121454	ENSG00000137492
ENSG00000097007	ENSG00000136026
ENSG00000164303	ENSG00000125037
ENSG00000171823	ENSG00000100697
ENSG00000115365	ENSG00000137474
ENSG00000275434	ENSG00000124429
ENSG00000185900	ENSG00000285482
ENSG00000169398	ENSG00000177238
ENSG00000134574	ENSG00000163468
ENSG00000166508	ENSG00000176903
ENSG00000135679	ENSG00000139641
ENSG00000128228	ENSG00000161671
ENSG00000167642	ENSG00000172889
ENSG00000241697	ENSG00000143493
ENSG00000006468	ENSG00000196182
ENSG00000100906	ENSG00000186063
ENSG00000171847	ENSG00000107882
ENSG00000077514	ENSG00000135945
ENSG00000135679	ENSG00000189091
ENSG00000135679	ENSG00000115524
ENSG00000281230	ENSG00000175470
ENSG00000139572	ENSG00000172292
ENSG00000157349	ENSG00000161905
ENSG00000269556	ENSG00000101974
ENSG00000131462	ENSG00000112208
ENSG00000165644	ENSG00000113643
ENSG00000107816	ENSG00000116991
ENSG00000144867	ENSG00000075673
ENSG00000181240	ENSG00000137513
ENSG00000132383	ENSG00000095002
ENSG00000005981	ENSG00000137094
ENSG00000131791	ENSG00000068976
ENSG00000087206	ENSG00000108561
ENSG00000074047	ENSG00000121067
ENSG00000101265	ENSG00000158528
ENSG00000149735	ENSG00000080224
ENSG00000163513	ENSG00000154917
ENSG00000152904	ENSG00000185730
ENSG00000178184	ENSG00000123154
ENSG00000137575	ENSG00000100206
ENSG00000172795	ENSG00000131067
ENSG00000111530	ENSG00000130725
ENSG00000112763	ENSG00000161682
ENSG00000086758	ENSG00000106211
ENSG00000132026	ENSG00000130560
ENSG00000168785	ENSG00000188706
ENSG00000114446	ENSG00000140743
ENSG00000131462	ENSG00000105185
ENSG00000137692	ENSG00000111530
ENSG00000077782	ENSG00000177189
ENSG00000112214	ENSG00000142544
ENSG00000111206	ENSG00000116030
ENSG00000182636	ENSG00000126804
ENSG00000168785	ENSG00000072042
ENSG00000132026	ENSG00000160445
ENSG00000135318	ENSG00000085365
ENSG00000273859	ENSG00000185418
ENSG00000143514	ENSG00000163719
ENSG00000136522	ENSG00000162910
ENSG00000112697	ENSG00000105854
ENSG00000168818	ENSG00000162236
ENSG00000126001	ENSG00000155363
ENSG00000124171	ENSG00000123154
ENSG00000196678	ENSG00000108176
ENSG00000278565	ENSG00000018236
ENSG00000065361	ENSG00000069869
ENSG00000166405	ENSG00000152683
ENSG00000145743	ENSG00000156273
ENSG00000144597	ENSG00000130382
ENSG00000131462	ENSG00000196365
ENSG00000149922	ENSG00000092203
ENSG00000269556	ENSG00000126458
ENSG00000171222	ENSG00000187626
ENSG00000102316	ENSG00000273562
ENSG00000102316	ENSG00000187109
ENSG00000115042	ENSG00000163170
ENSG00000102738	ENSG00000048544
ENSG00000130517	ENSG00000263001
ENSG00000066629	ENSG00000258947
ENSG00000166925	ENSG00000157514
ENSG00000173914	ENSG00000145425
ENSG00000161944	ENSG00000119777
ENSG00000146047	ENSG00000155545
ENSG00000156009	ENSG00000184515
ENSG00000169313	ENSG00000188167
ENSG00000152661	ENSG00000076944
ENSG00000152661	ENSG00000136854
ENSG00000113851	ENSG00000185811
ENSG00000174343	ENSG00000158615
ENSG00000099940	ENSG00000176476
ENSG00000144867	ENSG00000004059
ENSG00000015285	ENSG00000071051
ENSG00000102524	ENSG00000137040
ENSG00000181240	ENSG00000176105
ENSG00000117399	ENSG00000156261
ENSG00000128573	ENSG00000153574
ENSG00000086504	ENSG00000158042
ENSG00000151689	ENSG00000182195
ENSG00000126216	ENSG00000108679
ENSG00000124164	ENSG00000115839
ENSG00000158186	ENSG00000108061
ENSG00000117399	ENSG00000166226
ENSG00000117399	ENSG00000115484
ENSG00000117399	ENSG00000135624
ENSG00000135486	ENSG00000124374
ENSG00000150457	ENSG00000168036
ENSG00000136156	ENSG00000105696
ENSG00000006638	ENSG00000157017
ENSG00000134852	ENSG00000174738
ENSG00000135312	ENSG00000112559
ENSG00000130640	ENSG00000173272
ENSG00000105443	ENSG00000177666
ENSG00000118162	ENSG00000155816
ENSG00000185900	ENSG00000111684
ENSG00000127452	ENSG00000198252
ENSG00000127452	ENSG00000198252
ENSG00000134690	ENSG00000163032
ENSG00000124164	ENSG00000144909
ENSG00000124164	ENSG00000144645
ENSG00000135679	ENSG00000011304
ENSG00000178691	ENSG00000108654
ENSG00000123240	ENSG00000161011
ENSG00000144597	ENSG00000145088
ENSG00000138795	ENSG00000134758
ENSG00000070831	ENSG00000110330
ENSG00000025434	ENSG00000196792
ENSG00000102125	ENSG00000145730
ENSG00000139350	ENSG00000120438
ENSG00000185591	ENSG00000137203
ENSG00000177311	ENSG00000061794
ENSG00000135679	ENSG00000137154
ENSG00000108854	ENSG00000141646
ENSG00000004975	ENSG00000161202
ENSG00000178691	ENSG00000003756
ENSG00000172322	ENSG00000136770
ENSG00000153936	ENSG00000075673
ENSG00000135679	ENSG00000019549
ENSG00000144579	ENSG00000127824
ENSG00000239779	ENSG00000165868
ENSG00000112333	ENSG00000148337
ENSG00000236177	ENSG00000183853
ENSG00000002919	ENSG00000135336
ENSG00000184863	ENSG00000099331
ENSG00000257365	ENSG00000135451
ENSG00000120500	ENSG00000107317
ENSG00000152904	ENSG00000137776
ENSG00000100906	ENSG00000139726
ENSG00000128276	ENSG00000146872
ENSG00000141510	ENSG00000070756
ENSG00000122970	ENSG00000171763
ENSG00000165644	ENSG00000162735
ENSG00000130640	ENSG00000137822
ENSG00000117748	ENSG00000005156
ENSG00000110075	ENSG00000065413
ENSG00000102125	ENSG00000075568
ENSG00000137285	ENSG00000176148
ENSG00000237710	ENSG00000114098
ENSG00000102738	ENSG00000132300
ENSG00000182636	ENSG00000165113
ENSG00000089280	ENSG00000138668
ENSG00000136944	ENSG00000185630
ENSG00000074266	ENSG00000163682
ENSG00000136944	ENSG00000237344
ENSG00000136944	ENSG00000167081
ENSG00000135679	ENSG00000116560
ENSG00000280548	ENSG00000151304
ENSG00000182636	ENSG00000117155
ENSG00000066117	ENSG00000187091
ENSG00000175324	ENSG00000148672
ENSG00000182636	ENSG00000128596
ENSG00000172795	ENSG00000161011
ENSG00000285069	ENSG00000023287
ENSG00000120948	ENSG00000109971
ENSG00000085224	ENSG00000275126
ENSG00000085224	ENSG00000275126
ENSG00000085224	ENSG00000275126
ENSG00000085224	ENSG00000275126
ENSG00000085224	ENSG00000275126
ENSG00000085224	ENSG00000275126
ENSG00000085224	ENSG00000275126
ENSG00000085224	ENSG00000275126
ENSG00000085224	ENSG00000275126
ENSG00000085224	ENSG00000275126
ENSG00000085224	ENSG00000275126
ENSG00000085224	ENSG00000275126
ENSG00000085224	ENSG00000275126
ENSG00000085224	ENSG00000275126
ENSG00000107829	ENSG00000088356
ENSG00000044090	ENSG00000169047
ENSG00000121481	ENSG00000108468
ENSG00000010404	ENSG00000117899
ENSG00000110801	ENSG00000135486
ENSG00000109971	ENSG00000167552
ENSG00000147548	ENSG00000285435
ENSG00000169252	ENSG00000180509
ENSG00000117748	ENSG00000239306
ENSG00000123154	ENSG00000152404
ENSG00000141560	ENSG00000282633
ENSG00000089280	ENSG00000282947
ENSG00000115233	ENSG00000114062
ENSG00000277956	ENSG00000258947
ENSG00000120948	ENSG00000122566
ENSG00000149575	ENSG00000282932
ENSG00000182636	ENSG00000160201
ENSG00000124214	ENSG00000180228
ENSG00000117748	ENSG00000169813
ENSG00000157322	ENSG00000175470
ENSG00000274474	ENSG00000100364
ENSG00000275911	ENSG00000234495
ENSG00000132383	ENSG00000110107
ENSG00000117748	ENSG00000110107
ENSG00000107816	ENSG00000171953
ENSG00000149575	ENSG00000142949
ENSG00000115170	ENSG00000135966
ENSG00000115073	ENSG00000006747
ENSG00000180228	ENSG00000188739
ENSG00000167130	ENSG00000185674
ENSG00000120217	ENSG00000136152
ENSG00000144867	ENSG00000113734
ENSG00000148331	ENSG00000166135
ENSG00000225201	ENSG00000234539
ENSG00000064012	ENSG00000101966
ENSG00000273993	ENSG00000057019
ENSG00000101444	ENSG00000164008
ENSG00000129354	ENSG00000008869
ENSG00000112195	ENSG00000074370
ENSG00000288325	ENSG00000102882
ENSG00000164334	ENSG00000161888
ENSG00000135318	ENSG00000123595
ENSG00000166167	ENSG00000164970
ENSG00000151689	ENSG00000126368
ENSG00000143367	ENSG00000011454
ENSG00000169252	ENSG00000197070
ENSG00000157349	ENSG00000178363
ENSG00000143839	ENSG00000135744
ENSG00000110013	ENSG00000185090
ENSG00000172531	ENSG00000184661
ENSG00000122223	ENSG00000179820
ENSG00000131791	ENSG00000261992
ENSG00000147873	ENSG00000187608
ENSG00000184702	ENSG00000180096
ENSG00000124302	ENSG00000153066
ENSG00000281449	ENSG00000149554
ENSG00000116663	ENSG00000124784
ENSG00000135823	ENSG00000168818
ENSG00000107984	ENSG00000155636
ENSG00000162747	ENSG00000075673
ENSG00000141510	ENSG00000086061
ENSG00000049249	ENSG00000100422
ENSG00000108622	ENSG00000100097
ENSG00000169252	ENSG00000160712
ENSG00000076706	ENSG00000185344
ENSG00000068120	ENSG00000275221
ENSG00000068120	ENSG00000275221
ENSG00000068120	ENSG00000275221
ENSG00000068120	ENSG00000275221
ENSG00000068120	ENSG00000275221
ENSG00000147475	ENSG00000108588
ENSG00000150457	ENSG00000101109
ENSG00000105854	ENSG00000174607
ENSG00000150625	ENSG00000203618
ENSG00000172270	ENSG00000125755
ENSG00000142937	ENSG00000158042
ENSG00000143355	ENSG00000198728
ENSG00000197705	ENSG00000145743
ENSG00000146282	ENSG00000143862
ENSG00000057149	ENSG00000097033
ENSG00000170145	ENSG00000138771
ENSG00000278624	ENSG00000141985
ENSG00000170775	ENSG00000100151
ENSG00000278624	ENSG00000107295
ENSG00000112183	ENSG00000261150
ENSG00000183304	ENSG00000047932
ENSG00000186919	ENSG00000260916
ENSG00000135318	ENSG00000225697
ENSG00000141510	ENSG00000135486
ENSG00000206562	ENSG00000167323
ENSG00000169515	ENSG00000044090
ENSG00000176476	ENSG00000038358
ENSG00000277424	ENSG00000188219
ENSG00000124216	ENSG00000118564
ENSG00000179094	ENSG00000157110
ENSG00000215114	ENSG00000198752
ENSG00000181392	ENSG00000079999
ENSG00000102125	ENSG00000076356
ENSG00000278619	ENSG00000069329
ENSG00000157349	ENSG00000125730
ENSG00000196712	ENSG00000113194
ENSG00000010404	ENSG00000135108
ENSG00000136883	ENSG00000168288
ENSG00000152795	ENSG00000132591
ENSG00000135679	ENSG00000162434
ENSG00000105556	ENSG00000102226
ENSG00000144029	ENSG00000090263
ENSG00000131876	ENSG00000152404
ENSG00000140941	ENSG00000106052
ENSG00000132383	ENSG00000111445
ENSG00000132383	ENSG00000163918
ENSG00000132383	ENSG00000049541
ENSG00000132383	ENSG00000035928
ENSG00000144029	ENSG00000181610
ENSG00000117691	ENSG00000198832
ENSG00000120075	ENSG00000132792
ENSG00000138180	ENSG00000117155
ENSG00000176476	ENSG00000163820
ENSG00000069849	ENSG00000115310
ENSG00000144635	ENSG00000158560
ENSG00000125633	ENSG00000188243
ENSG00000196470	ENSG00000170876
ENSG00000102218	ENSG00000125755
ENSG00000106723	ENSG00000163320
ENSG00000184009	ENSG00000106299
ENSG00000172531	ENSG00000124789
ENSG00000135047	ENSG00000070371
ENSG00000078061	ENSG00000176014
ENSG00000129292	ENSG00000170004
ENSG00000129292	ENSG00000111642
ENSG00000149273	ENSG00000127191
